,write_time,title,brief,content,href,text_len
44,2023-01-18,Stocks Fall After Weak Economic Data Revive Recession Fears - WSJ,Retail-sales figures raise concerns about growth; Treasury yields slide,stocks fell wednesday   fresh batch  economic data offered worrying signs    economy  weathering  federal reserves tightening campaign  &amp;p     lost       points                         sectors   red   dow jones industrial average dropped        points                     nasdaq composite index shed        points                     three major indexes gave  gains made  early trading wednesday morning data showed retail sales fell       december   higher interest rates  inflation hurting spending  vehicles  gasoline  furniture  wholesale price inflation fell   slowest pace since march       brightening  price outlook  consumers  policy makers  casting  cloud  hopes   soft landing   good news   fed  saidsam millette  fixed income strategist  commonwealth financial network   slowdown  demand  slowing producer inflation toward  end   positive sign   feds  restrictive monetary policy    real impact  combating inflation derivatives traders  betting  slowing economic data solidifies odds  fed officials  opt   relatively small quarter point rate increase   coming meeting despite positive news   inflation front   likelihood   slower pace  interest rate increases  investors grew increasingly worried  recession risk  trading continued   remains   seen   feds rate increases  throw  economy   deep downturn  especially   effects  tighter policy  yet  fully filter   economy  investors jumped  treasury bonds   result  raising bond prices   yield       treasury note slid                 tuesday   wsj com event wednesday morning  st  louis fed president james bullard   expects  benchmark rate  reach                  well  market based expectations         adding  worries stocks  advanced     major markets   bruising       buoyed  confidence  inflation might move toward central banks targets without causing  major recession  money managers say  optimism might   misplaced markets arent remotely priced   coming recession   trevor greetham  head  multiasset  royal london asset management     sort  interregnum   interest rate driven bear market         earnings driven bear market        steep slowdown could pinch companies earnings  weigh  stocks   coming months even   fed pauses interest rate increases   added still    greetham  rlams multiasset funds arent battening   hatches   recession  yet    tilted toward shares  defensive sectors   consumer staples   stocks  emerging markets  stand  benefit  chinas reopening     firm  start  snap  government bonds  sell stocks   thinks  downturn  imminent elsewhere  shares  moderna rose                          company released trial results   vaccine  fight  rsv virus  pnc financial services fell                        bank set aside      million  credit losses   quarterly results global markets  broadly higher  japanese stocks surged   bank  japan kept  interest rate targets unchanged   nikkei     index rose       hong kongs hang seng gained        europe  gains  basic resources stocks offset losses  real estate stocks  leaving  stoxx europe           brent crude oil fell               barrel   global benchmark reached  high          barrel   international energy agency  chinas reopening would help lift global oil demand  records    gains later turned  losses ,https://www.wsj.com/articles/global-stocks-markets-dow-update-01-18-2023-11674043955?mod=markets_lead_pos1,3242
45,2023-01-18,Crypto Media Outlet CoinDesk Taps Bankers for Potential Sale - WSJ,"Company has received numerous inbound indications of interest, CEO Kevin Worth says",coindesk inc    cryptocurrency focused media company   retained investment bankers  lazard ltd  laz       decrease; red  pointing triangle  help  explore options including  partial  full sale  according   chief executive officer   last  months    received numerous inbound indications  interest  coindesk  coindesk ceo kevin worth  coindesks parent company  digital currency group inc     dcg    received multiple unsolicited offers north       million   past  months  according  people familiar   matter  dcg acquired  media company                   people   coindesk generated     million  revenue last   online advertising  well   index  events business           billion grayscale bitcoin trust  offered  coindesk sister company grayscale investments  tracks  coindesk bitcoin price index  last   marked   series  crypto bankruptcies   federal reserve boosted interest rates  deflating   speculative investments crypto exchange ftxs problems tumbled   open  nov      coindesk published  report questioning  financial health   ftx   sister trading firm  alameda  ftx filed  bankruptcy protection  days later   sam bankman fried resigned  ceo    faces fraud   charges   pleadednot guilty amid fallout   crypto industry since ftxs collapse  dcg  staring    troubles   dcg businesses    fund manager grayscale investments  bitcoin miner foundry also face significant challenges dcgs crypto lender genesis global trading inc  recently laid        staff   considering filing  bankruptcy   wall street journal reported earlier  month ,https://www.wsj.com/articles/crypto-media-outlet-coindesk-taps-bankers-for-potential-sale-11674076000?mod=markets_lead_pos4,1532
46,2023-01-18,Treasury Rally Intensifies After Signs of Slowing Growth - WSJ,"Data on retail sales, industrial production help drag down yields",      rally  US  treasurys picked  new momentum  wednesday   bank  japanmaintained  cap  bond yields  new data pointed    slowdown  US  inflation  economic activity  yield   benchmark     US  treasury note settled          according  tradeweb           tuesday  marking  lowest close since early september yields   fall  bond prices rise  initially dropped overnight   boj   would continue  large scale bond purchases  keep  cap       japanese government bond yield        facing higher inflation   weakening yen   central bank  lifted  cap         december  decision  keep policy unchanged provided  immediate boost  government bonds around  world   reduced speculation  japanese yields could extend  recent climb   analysts  warned  higher yields  japanese bonds could put  pressure  japanese investors  sell foreign bonds  buy japanese debt instead    US  economic data took center stage  nearly     also good  treasurys though  drag  stocks   quickly lost opening gains  traded lower reports  retail sales  industrial production  supplier prices  provided  support  investors  believe  economic growth  decelerating  inflation pressures  easing    index  US  home builders confidence ticked upward    still indicated   builders view conditions  poor rather  good today   much [] slowing growth   priya misra  head  global rates strategy  td securities  new york  noted  yield declines  especially acute among treasurys  mature  around five years   marks  sign  investors  betting  federal reserve  stop raising interest rates earlier  expected   also cut    formerly anticipated  amid escalating wagers   economy  slide   recession  treasury yields largely reflect investors expectations   interest rates set   fed  average   life   bond wednesdays move  treasurys  extended     head spinning reversal   market since  start    treasury yields spent        relentlessly climbing higher  creating  drag   assets   stocks  leading   worst returns  bond investors  records going back              yield   helps set  floor  interest rates across  economy  topped       recently  november yields  though  started dropping   first trading session         fallen    rose  start last  many individual  institutional investors entered   feeling optimistic  bonds  lured   highest yields     decade   signs  moderating inflation   soft economic data   given   confidence   threat  rising interest rates  diminished  giving  greater license  start embracing  yields fed officials    part   sent mixed signals  investors     clearly suggested   days  raising interest rates       percentage point every meeting      also  hesitant  express  much optimism  inflation   repeatedly signaled   dont expect  cut rates   federal reserve bank  st  louis president james bullard  wednesday  would  appropriate  raise rates      percentage point   feds jan     feb    meeting      sees  feds benchmark federal funds rate sitting                end       well  market based measures  rate expectations still  many investors  convinced  economic data  eventually force  fed  change  tone  economy right     tipping point  real incomes  consumers  negative… consumers   longer able   buy indiscriminately   barbara reinhard  head  asset allocation  voya investment management ms  reinhard   team last   added treasurys  multi asset portfolios   manage    also shifted  stocks  would  able  better weather  recession   expects  arrive late    early next  though  fed   worried   tight labor market could keep inflation      target even  growth slows  inflation  already come    decline    recession  ms  reinhard  wednesdays gains  bonds  losses  stocks  consistent   increasingly popular view  wall street last   classic portfolios made       stocks      bonds delivered  worst returns  decades   inflation  rising rate expectations pummeled  types  assets     though  many believe  bonds    work better   hedge  declines  stocks due  increased concerns  economic growth ,https://www.wsj.com/articles/treasury-rally-intensifies-after-signs-of-slowing-growth-11674066316?mod=markets_lead_pos3,3950
47,2023-01-18,Party City Files for Chapter 11 Bankruptcy With Plans to Cut Debt - WSJ,The party-goods retailer is aiming to exit bankruptcy in four months with a reduced debt load,party city holdco inc  filed  bankruptcy  weighed    confluence  factors including  pandemic  changing consumer behavior  woodcliff lake  n j  based company filed  chapter     tuesday   deal  creditors holding roughly    ofover      million  senior secured first lien notes   creditors agreed  support  expedited restructuringand  convert  debt  equity  restructuring  help party city reduce  debt load   company plans  exit bankruptcy within four months  according  court papers party citys earnings  suffered  store closures  smaller social events since  covid    pandemic   party goods seller  also  pressure   increasing cost  goods  labor  well  weaker consumer demand amid high inflation  store closures       cost  company hundreds  millions  lost earnings  prevented   investing  upgrade  stores  according   court filing made  david orlofsky   companys chief restructuring officer   pandemic  also led  changing consumer habits   smaller gatherings   depressed demand   products     orlofsky US  retail sales declined  december  consumers cut back  spending   height   holiday season supply chain disruptions  higher cost  goods  shortages   helium   balloons   labor  hurt  companys bottom line    orlofsky      company   unable  fully offset  elevated cost  goods  increasing prices  shoppers  planned restructuring  chapter     allow  company  focus  long term growth initiatives    orlofsky  party city  lined       million  debtor  possession financing   secured noteholders  finance  bankruptcy  company  evaluating  store footprint  including identifying underperforming stores    assistance  real estate adviser &amp;g realty partners llc  party city   far closed    stores  according    orlofsky  wall street journal earlier  month reported  party city  preparing  file  bankruptcy amid dwindling cash  falling sales  company    international units   party city franchise stores   anagram foil balloons business arent part   chapter    proceedings party city  nearly       billion  debt  including       million  first lien notes  according  court papers  company   success reducing  liabilities  debt swaps        exchanging       million  bonds       million  new notes  longer maturities  according    orlofsky  store closures        however  cost  company      million  earnings  interest  taxes  depreciation  amortization party city  founded         importer  party goods  new york city  grew   chain      stores  went public        acquiring balloon suppliers along  way including anagram international ,https://www.wsj.com/articles/party-city-files-for-bankruptcy-with-plans-to-cut-debt-11674045368?mod=markets_lead_pos10,2528
48,2023-01-18,"In Africa, FTX Posed as Haven From Tumbling Currencies, Inflation - WSJ","Cryptocurrency exchanges ambassadors recruited new customers through glitzy events, $5 sign-up bonuses and giveaways",weeks  cryptocurrency exchange ftx filed  bankruptcy  dozens  young nigerians  skintight dresses  brightly colored suits shimmied  limbo bars  posed  photos  front   companys logo  sipped expensive liquor   swanky beachfront venue  party  lagos  nigeria   part   bahamas based exchanges push  africa      final days   implosion  ftx  aggressively recruiting new customers whose funds   stuck  bankruptcy proceedings  US  prosecutors  charged ftxs founder  sam bankman fried   fraud  allegedly stealing billions  dollars  customer funds  ftx   defrauding investors  lenders   trading firm  alameda research    pleaded  guilty behind  glitzy facade  events like  oct    lagos party  ftx targeted new customers  africa    bread  butter promise   called stablecoins  tokens whose value  supposed   pegged   US  dollar  along     annual interest  tokens  offered protection  tumbling local currencies  runaway inflation  message  particularly attractive  past     federal reserves interest rate hikes  concerns   pandemic era buildup  public debt drove  dollar  record highs  african currencies    nigerian naira   ghanaian cedi  foreign exchange restrictions  many african countries also mean  dollars  often inaccessible  ordinary savers except   hefty premium   black market  making cryptocurrencies  enticing alternative  addition  slick parties  events aimed  teaching potential new customers   use ftx  much   exchanges outreach  africa  built   program  ambassadors  including university students   worked  recruit new users     sign  bonuses  free giveaways  ambassadors  given targets  new recruits  trading volume generated   referrals compared  crypto users   US   europe  african traders usually invest much smaller amounts    likely  use  tokens  preserve savings  pay  day  day purchases  send money across borders  according  kim grauer  head  research  chainalysis   new york based blockchain analysis firm   sub saharan africa        crypto transfers   amounts          compared       north america  according  chainalysis    people  meet   africa   using extra funds  theyre putting  livelihoods   line  put food   table   ray youssef  chief executive  paxful   delaware based peer  peer bitcoin marketplace popular  africa    [  invested  ftx]   likely never see  funds    bankman fried  helped promote ftx  customers  africa eight days   company filed  bankruptcy  hello  west africa!  tweeted  nov     telling  followers  exchange   accepting deposits  west african cfa francs   currency used  benin  burkina faso  ivory coast  guinea bissau  mali  niger  senegal  togo one   biggest regrets continues   letting  customers  employees  ftx    bankman fried  via  spokesman  friday ftx  handling       million  trading volume  month  africa    bulk coming  nigeria   pius okedinachi     education lead  africa  ftx  well   ambassador    okedinachi   lives  lagos    main job   promote ftx  nigeria   african countries  online information sessions   person events  speakers  panels  know   play  game   know   get people involved      okedinachi  ftx set  targets     million  trading volume  referrals     hit every month    least          coming  new referrals   pay wasnt great      declined  provide details    attendees    okedinachis events   ftx ambassadors  including university students  ftx set   african campus ambassador program  two years ago  adebayo juwon  ftx africas former business development manager  told nigerian newspaper business day  june   juwon declined  comment  contacted   wall street journal campus ambassadors   organize  host  successful event  defined    least     attendees   getting paid        event     put   monthly stipend         fortunate atueyi       chemistry student   university  nigeria  nsukka   became  ftx campus ambassador  march  ftx provided upfront funding  publicity  marketing  refreshments  transportation   costs associated  holding  event    atueyi    atueyi    lost   savings  around            invested  ftx  stablecoins  part   reason    saving    naira inflation     atueyi   prefer  money  usd rather  naira ftx africa hit  similar note   shared  invitation   twitter spaces webinar   company administered group   messaging app telegram           members  nov      webinar  called hedging  inflation using ftx earn  promised  teach attendees   capitalize   recent stretch   naira   ton   currencies like ghanian  cedis  south african rand  kenyan shilling  ftx ambassadors    drawn    bankman frieds promise  use  earnings  solve global problems    preventing nuclear war  future pandemics  background   ceo   generous   young guy   really admired  somebody   age making  world proud   muhammad sabiu       began working  ftx africa  august ftx paid          month      plus       allowance  giveaways  marketing provided  hit  monthly targets    sabiu    kpi : create trading volume   sign ups   sabiu    married      old son     close           account  ftx filed  bankruptcy  money   due  transfer   balance   payment   hectare  land  gumel  northern nigeria   nov        major job       imagine someone  earning                month    im back               money  lost    sabiu   feels bad  convincing many   friends  neighbors  community members  deposit  savings  ftx    community   dont know  much altogether   stuck         whole thing crashed    ashamed   influence   alexander osipovich contributed   article write  alexandra wexler  alexandra wexler@wsj com,https://www.wsj.com/articles/in-africa-ftx-posed-as-haven-from-tumbling-currencies-inflation-11674027751?mod=markets_lead_pos8,5446
49,2023-01-18,"Oil Demand to Hit Record Level This Year as China Reopens, IEA Says - WSJ",Beijings rapid pivot away from its zero-Covid approach has largely taken oil markets by surprise,chinas rapid shift  reopen  economy following lengthy covid    lockdowns  help oil demand rise   record level     international energy agency   energy watchdog lifted  forecast  oil demand growth    nearly         barrels  day      million barrels  day   extra demand means   iea  expects total oil demand    average       million barrels  day  well  pre covid levels   record amount beijings rapid pivot away   zero tolerance approach  covid cases  largely taken  oil market  surprise  boosted predictions  chinas reopening could swiftly herald  rebound   nations oil demand  similarly sudden turnaround   fortunes  economies  europe   US   also boosting oil demand expectations   iea   europes economy    expected  fare better  previously forecast   warmer temperatures  eased  energy supply crisis  meanwhile   federal reserves efforts  tame inflation  shown recent signs  success   report   iea pointed   faster  anticipated reopening  china   somewhat improved economic outlook   well  lower oil prices    upward revisions   oil demand forecasts chinas demand  oil makes     revision   iea raised  forecast  chinese demand          barrels  day       million barrels  day  strong increase  demand  aircraft fuels  international travel recovers  account  almost half   years increase  oil demand   iea   demand  jet fuels  kerosene      used  aviation fuels   expected  rise          barrels  day    following  similarly strong      chinas reopening  unlikely   smooth path   recovery  oil demand isnt certain   iea   pointing  massive underreporting  covid cases   weak economy  oil demand would depend  chinese households spending    tough ask given  state   finances   iea  hardship  disruptions therefore look set  prevail   near term   china faces  challenging winter   exit path  unquestionably  bumpy  drawn       separate report tuesday   organization   petroleum exporting countries held   making adjustments   demand forecasts  saying  chinas reopening could spur  flare   covid    cases  could delay  rebound  crude demand  stronger economic outlook  europe  also  entirely positive  oil demand   iea   high natural gas prices  reduced gas supplies  russia   recent months boosted expectations  european nations would need  burn  crude derived heating fuels  compensate  december   iea  raised  demand forecasts   expectations     wednesday   extra demand would  around         barrels  day less  expected last month   warmer  usual winter temperatures  europe meant fewer european utilities  switching  natural gas  oil  paris based agency kept  estimate       oil demand largely unchanged       million barrels  day ,https://www.wsj.com/articles/oil-demand-to-hit-record-level-this-year-as-china-reopens-iea-says-11674033745?mod=markets_lead_pos5,2633
50,2023-01-19,JPMorgan CEO Jamie Dimon Gets $34.5 Million for 2022 - WSJ,The banks annual revenue rose to another record but profit fell 22% last year,jpmorgan chase jpm       decrease; red  pointing triangle &amp; co  awarded jamie dimon       million        compensation   bank disclosed thursday   dimon  received       million        work  along       million retention bonus   could earn  staying   seat   head   nations biggest bank    dimon     years old   led  bank since        widely expected  stay   least  roughly four  years  would earn   bonus  bonus  spurred shareholder anger   investors voted   pay   annual meeting last    board  thursday    committed   grant  special awards     future       compensation includes  salary       million   cash bonus     million   bulk   pay   restricted stock units  cant  cashed   several years  depend   banks performance   dimon spent much       warning    worried  uncertainties  could slow   global economy   list included  war  ukraine   federal reserves rapid interest rate increases   unwinding   pandemic economy  dont know  future   told reporters last week   conference call   may   mild recession   may    uncertainty troubled parts   banks business  investment banking profits plunged  corporate deal makers sat   sidelines   stock sales plummeted    bank moved  prepare   recession  setting aside funds  potential loan defaults  dragging profit              billion       still  second best annual profit   bank revenue  boosted   higher interest rates  made lending money  profitable  rising            billion   fifth straight record  jpmorgan shares fell            though  stock ended better   kbw nasdaq bank index   &amp;p     ,https://www.wsj.com/articles/jpmorgan-ceo-jamie-dimon-gets-34-5-million-for-2022-11674164463?mod=markets_lead_pos6,1548
51,2023-01-19,Chinas Property Bust Compounds Economic Pain - WSJ,"The countrys housing market contracted sharply in 2022, and is likely to sink further, economists predict",hong kong chinas housing market flipped    growth driver   economic drag         sales slumping  prices falling  widespread job losses   prognosis    isnt much better  compounding beijings efforts  get  economy back  firmer footing sales  new residential properties   country tumbled     last    equivalent       trillion  value terms   five  low   floor area   dropped   lowest level  nearly  decade    wave  real estate developer debt defaults  delays  construction  unfinished apartments  covid    lockdowns dampened consumer confidence land sales  area declined             level            chinas national bureau  statistics began releasing  data   drop indicates  future supply  new homes   much less    property markets recent boom years together   data show without doubt  chinas giant property bubble  burst    downturn could continue      market reaches  tipping point  home prices  also  declining sequentially  average across    major cities   government tracks  road  deleverage  property sector  destined   long  painful   michael pettis   professor  finance  peking universitys guanghua school  management   still   long way  go   added chinese authorities    past decade tried multiple times  bring     long seen  excessive borrowing  property developers  speculative activity   countrys housing market   time  tried  slow  sector    ultimately backed away   caused  much pain   economy    pettis   real estate  related industries   construction  property services  recent years  contributed around  quarter  chinas gross domestic product  according  widely cited estimates   research paper  economists kenneth rogoff  harvard university  yuanchen yang   international monetary fund  two months ago   chinese stocks  bonds plumbed new depths   chinese government rolled   host  measures  resuscitate  ailing housing market    seen   dialing back   campaign  curb excessive borrowing  property companies  state owned banks  since showered surviving private developers  funding  enabling   pay debts   come due  keep  operations running real estate   important pillar  chinas economy   liu   chinas vice premier  president xi jinpings top economic adviser    world economic forum  davos  switzerland  earlier  week       second half        china experienced  sharp decline  property prices  home sales   many developers  liquidity problems   handled properly  risks   housing sector  likely  cause systemic risks  thats   intervened promptly  decisively    liu added  china  tuesday reported     gdp growth           liu   expects  economy  return  faster growth     country reopens   world   risk  another wave  developer defaults   defused  workers   displaced   real estate industrys downturn say  damage  already  done maojie tu       old  chengdu   capital city  sichuan province  used    charge  land acquisition   large private developer   recalls   late        company  unable  come    sufficient deposit  secure  land purchase    subsequently defaulted   dollar bonds last    tu   job changed  identifying  acquiring land   disposing assets  pay back debtors   left  company  august last   work   infrastructure company shaozheng li       old property agent    selling homes  zhengzhou since         many   peers  gone  work  factories  become drivers  ride hailing services    li   company   set        went  selling    apartments  month   height   property boom   struggling  sell one  month  recently  last september    li sold  car  less  half    paid           couldnt make ends meet     couldnt survive   didnt sell         ripple effects   low performing housing market  china? join  conversation  </em>  li     reluctant  switch careers  start afresh  another industry      young daughter  support    sells  new  used apartments   provides mortgage consulting services chinas property sector measures  designed  help restore potential home buyers confidence   financial strength  surviving developers    necessary  sales  pick   economists  analysts  predicting  modest rebound  new home sales        best   deterioration   slower pace  worst     chinese property market  whose rapid expansion helped  power chinas economic growth   coronavirus pandemic  wont see  repeat   excesses  expect state owned developers  expand  share   countrys new home sales  eventually replace private developers   dominant players   market   private sector players   priority    deleverage  manage cash flows   karl chan  head  china property equity research  j p  morgan even  strongest private developers    work hard   keep  cash flow stable   lin bo  vice research director  china real estate information corp    industry data provider ,https://www.wsj.com/articles/chinas-property-bust-compounds-economic-pain-11674123815?mod=markets_lead_pos4,4653
52,2023-01-18,"In Africa, FTX Posed as Haven From Tumbling Currencies, Inflation - WSJ","Cryptocurrency exchanges ambassadors recruited new customers through glitzy events, $5 sign-up bonuses and giveaways",weeks  cryptocurrency exchange ftx filed  bankruptcy  dozens  young nigerians  skintight dresses  brightly colored suits shimmied  limbo bars  posed  photos  front   companys logo  sipped expensive liquor   swanky beachfront venue  party  lagos  nigeria   part   bahamas based exchanges push  africa      final days   implosion  ftx  aggressively recruiting new customers whose funds   stuck  bankruptcy proceedings  US  prosecutors  charged ftxs founder  sam bankman fried   fraud  allegedly stealing billions  dollars  customer funds  ftx   defrauding investors  lenders   trading firm  alameda research    pleaded  guilty behind  glitzy facade  events like  oct    lagos party  ftx targeted new customers  africa    bread  butter promise   called stablecoins  tokens whose value  supposed   pegged   US  dollar  along     annual interest  tokens  offered protection  tumbling local currencies  runaway inflation  message  particularly attractive  past     federal reserves interest rate hikes  concerns   pandemic era buildup  public debt drove  dollar  record highs  african currencies    nigerian naira   ghanaian cedi  foreign exchange restrictions  many african countries also mean  dollars  often inaccessible  ordinary savers except   hefty premium   black market  making cryptocurrencies  enticing alternative  addition  slick parties  events aimed  teaching potential new customers   use ftx  much   exchanges outreach  africa  built   program  ambassadors  including university students   worked  recruit new users     sign  bonuses  free giveaways  ambassadors  given targets  new recruits  trading volume generated   referrals compared  crypto users   US   europe  african traders usually invest much smaller amounts    likely  use  tokens  preserve savings  pay  day  day purchases  send money across borders  according  kim grauer  head  research  chainalysis   new york based blockchain analysis firm   sub saharan africa        crypto transfers   amounts          compared       north america  according  chainalysis    people  meet   africa   using extra funds  theyre putting  livelihoods   line  put food   table   ray youssef  chief executive  paxful   delaware based peer  peer bitcoin marketplace popular  africa    [  invested  ftx]   likely never see  funds    bankman fried  helped promote ftx  customers  africa eight days   company filed  bankruptcy  hello  west africa!  tweeted  nov     telling  followers  exchange   accepting deposits  west african cfa francs   currency used  benin  burkina faso  ivory coast  guinea bissau  mali  niger  senegal  togo one   biggest regrets continues   letting  customers  employees  ftx    bankman fried  via  spokesman  friday ftx  handling       million  trading volume  month  africa    bulk coming  nigeria   pius okedinachi     education lead  africa  ftx  well   ambassador    okedinachi   lives  lagos    main job   promote ftx  nigeria   african countries  online information sessions   person events  speakers  panels  know   play  game   know   get people involved      okedinachi  ftx set  targets     million  trading volume  referrals     hit every month    least          coming  new referrals   pay wasnt great      declined  provide details    attendees    okedinachis events   ftx ambassadors  including university students  ftx set   african campus ambassador program  two years ago  adebayo juwon  ftx africas former business development manager  told nigerian newspaper business day  june   juwon declined  comment  contacted   wall street journal campus ambassadors   organize  host  successful event  defined    least     attendees   getting paid        event     put   monthly stipend         fortunate atueyi       chemistry student   university  nigeria  nsukka   became  ftx campus ambassador  march  ftx provided upfront funding  publicity  marketing  refreshments  transportation   costs associated  holding  event    atueyi    atueyi    lost   savings  around            invested  ftx  stablecoins  part   reason    saving    naira inflation     atueyi   prefer  money  usd rather  naira ftx africa hit  similar note   shared  invitation   twitter spaces webinar   company administered group   messaging app telegram           members  nov      webinar  called hedging  inflation using ftx earn  promised  teach attendees   capitalize   recent stretch   naira   ton   currencies like ghanian  cedis  south african rand  kenyan shilling  ftx ambassadors    drawn    bankman frieds promise  use  earnings  solve global problems    preventing nuclear war  future pandemics  background   ceo   generous   young guy   really admired  somebody   age making  world proud   muhammad sabiu       began working  ftx africa  august ftx paid          month      plus       allowance  giveaways  marketing provided  hit  monthly targets    sabiu    kpi : create trading volume   sign ups   sabiu    married      old son     close           account  ftx filed  bankruptcy  money   due  transfer   balance   payment   hectare  land  gumel  northern nigeria   nov        major job       imagine someone  earning                month    im back               money  lost    sabiu   feels bad  convincing many   friends  neighbors  community members  deposit  savings  ftx    community   dont know  much altogether   stuck         whole thing crashed    ashamed   influence   alexander osipovich contributed   article write  alexandra wexler  alexandra wexler@wsj com,https://www.wsj.com/articles/in-africa-ftx-posed-as-haven-from-tumbling-currencies-inflation-11674027751?mod=markets_lead_pos9,5446
53,2023-01-19,Netflixs New Look Is Already Catching On - WSJ,"Cash-flow growth, clear CEO succession and subscriber boost help counter worries about advertising impact",netflix nflx       decrease; red  pointing triangle viewers love  good mystery    streaming giant wisely isnt keeping investors completely   dark   enters  new phase  life  companys fourth quarter report thursday afternoon contained   pleasant surprises       million net new subscribers  added   period        company  previously forecast  revenue also slightly exceeded  projection  suggesting   new advertising based service tier launched   period didnt spark  massive trade  among current subscribers   expensive plans   recent quarter benefited  strong programming  includes  popular addams family spinoff series wednesday   movie glass onion   latter   quasi sequel  knives      fourth  popular movie ever  netflix despite  weeklong run  movie theaters   streaming release netflix also projected  revenue would grow          first quarter    slightly ahead  wall streets expectations   acceleration      pace seen   fourth quarter moreover   netflix stayed true   plan   longer project specific subscriber numbers   gave  important clues  helped soothe worries   impact   new ad based tier  well   plan  crack   account sharing  new service options   company   expects positive growth  paid net new subscribers   first quarter compared   surprising drop  last years comparable period   also expects greater subscriber growth   second quarter relative   first    says   roll   new account sharing options   noted  tests   plans  latin america suggest  lead  improved overall revenue     goal   plan  pricing changes  report gave netflix shares     boost   hours trading thursday  notable considering  stock  already run      since  last results    stock price  still   level  commanded last april     company surprised  market  news   subscriber drop   partly reflects  markets soured sentiment  streaming; share prices  netflix  media peers disney  warner bros  discovery  paramount global  slid  average        last    months  triple  &amp;p     decline   time netflix  clearly looking    best house   tough block   company projected free cash flow     billion   current    streaming operations    three  still expected  burn cash    smooth leadership succession contrasts  recent corner office drama  companies   disney  salesforce  co founder  longtime leader reed hastings  stepping upstairs  become executive chairman  greg peters joins ted sarandos  co ceo    peters       company veteran   key architect   companys move  advertising    promotion suggests  business  momentum  netflix  use  ,https://www.wsj.com/articles/netflixs-new-look-is-already-catching-on-11674171271?mod=markets_lead_pos10,2503
54,2023-01-19,Stocks Close Lower as Recession Worries Deepen - WSJ,Investors are parsing jobless-claims data and a slew of corporate results,US  stocks extended  string  losses thursday  economic data  corporate earnings reports clouded investors views   health   economy  opening lower   &amp;p     couldnt regain much momentum  falling   third straight day   dropped                          dow jones industrial average declined                           sliding  negative territory      technology heavy nasdaq composite index lost                        markets  begun       solid gains  buoyed  optimism   federal reserve may soon begin slowing  pace   interest rate rises    end  chinas severe pandemic restrictions    recent days  upbeat mood  started  fade   investors concerned   lagged effects   feds rate rises  beginning  take  toll losses  week  come alongside weaker  expected economic figures  data  retail sales  producer prices  pointed  growing sluggishness   US  economy   sign   federal reserves fight  inflation  working    without  economic cost  thursday release showed jobless claims falling   lowest level since september  suggesting  labor market remains tight    batch  lukewarm corporate earnings releases   feds latest look   business climate  added  traders concerns  housing market  clearly   recession;  manufacturing sector  teetering   edge   recession    going          cautious consumer      progresses   see  signs   job market  faltering   david donabedian  chief investment officer  cibc private wealth us government bond prices edged lower  thursday   held        date gains    come  investors speculate  feds rate hikes  winding    yield       treasury note rose                    wednesday            level  end last   yields fall  bond prices rise  yields  less   percentage point  decade plus highs set last   safer debt   treasurys  high grade corporate bonds  allowing investors  lock  attractive returns   michael sheldon  chief investment officer  rdm financial     steering clients away  riskier bonds  even higher yields    possible recession  looming wed probably avoid high yield   moment   could get  credit widening   due   weakening economic outlook    sheldon   thursday  tepid earnings reports drove notable declines  individual stocks  aluminum producer alcoa fell                 reported  slump  revenue due  lower aluminum prices  closing          credit card issuer discover financial lost    cents                    company reported  wednesdays close     customers  falling behind  payments  loans  credit cards  procter &amp; gamble stock fell                          consumer goods giant reported  lower quarterly profit  declining sales volumes   rising costs  tide detergent   staples prompted consumers  cut back  purchases   end       shares  banks truist financial  fifth third climbed    reported    profit growth   latest quarter  truist gained                        fifth third rose    cents                 among  &amp;p     companies   reported fourth quarter results  far  sales performance  generally held  better  profitability    townswick  director  equities  asset manager conning   lot   companies  going   looking   costs  asking     cut expenses    townswick  still  despite widespread anxiety   recession   investors believe      wont bring deep stock market losses  nancy tengler  chief investment officer  laffer tengler investments    advising clients  consider shifting  money  equities  arguing  steadily cooling inflation  help forestall severe declines   major indexes wed argue    time  want  begin  get overweight   next cycle  ms  tengler  brent crude oil climbed         barrel                  global stock markets  mixed   europe  indexes  lower across  board    pan continental stoxx europe     falling        asia  hong kongs hang seng weakened        japans nikkei     fell        shanghai composite index  mainland china rose      ,https://www.wsj.com/articles/global-stocks-markets-dow-update-01-19-2023-11674130426?mod=markets_lead_pos1,3797
